chapter,entity,entity_type,count
188,พระยาหงส์ภัย,PERSON,1
188,พระศาสดา,PERSON,1
188,พระศาสดาภิกษุ,PERSON,1
188,รุกขเทวดา,PERSON,1
189,สุดท้าย,LAW,1
189,คู่,LOCATION,1
189,สัตว์สี่,LOCATION,1
189,พระ,PERSON,4
189,พระปัจเจก,PERSON,1
189,พระปัจเจกพุทธ,PERSON,1
189,พระปัจเจกพุทธญาณ,PERSON,1
189,พระพระตอนนี้นั่งเหนือพระ,PERSON,1
189,พระพระพุทธเจ้า,PERSON,1
189,พิราบ,PERSON,1
189,สมณะเหนือฤๅษีท่าที,PERSON,1
189,อาศรมฤๅษี,PERSON,1
190,ต้นไม้,ORGANIZATION,1
191,กรุงพาราณสี,LOCATION,2
191,กรุงพาราณสีสดับ,LOCATION,1
191,กรุงพาราณสีเอ๋ย,LOCATION,1
191,ช่างอับอายหญิง,PERSON,1
191,น้อง,PERSON,1
191,น้องพี่เเล้ว,PERSON,1
191,ปล่อยท่านธรรม,PERSON,1
191,ปุโรหิต,PERSON,1
191,ปุโรหิตรับเอาม้าประราชม้าต้นงดงาม,PERSON,1
191,พราหมณี,PERSON,1
191,พราหมณีกำเนิด,PERSON,1
191,ภรรยาปุโรหิต,PERSON,1
191,ม้าประราช,PERSON,1
191,ราชา,PERSON,1
191,สมเด็จพระพระเจ้า,PERSON,1
191,สมเด็จพระสัมมาสัมพุทธเจ้า,PERSON,2
191,สมเด็จพระสัมมาสัมพุทธเจ้าประทับพระเชตวันพรรษาพระกรุณาธิคุณความทุกข์,PERSON,1
191,เจ้ารักเเล้,PERSON,1
191,เเล้งาม,PERSON,1
191,เเล้นะจ๊ะ,PERSON,1
191,โอ้ยเหนื่อยอวด,PERSON,1
192,พระราชาเมืองสาวิถี,LAW,1
192,เมือง,LOCATION,1
192,เมืองพาราณสี,LOCATION,1
192,เมืองสาวิถี,LOCATION,2
192,กองทัพศัตรู,ORGANIZATION,2
192,กองทัพเมือง,ORGANIZATION,1
192,กองทัพ,PERSON,1
192,กองทัพขนาดใหญ่เมืองพาราณสี,PERSON,1
192,พระ,PERSON,2
192,พระศาสดา,PERSON,2
192,พระเจ้าราช,PERSON,2
192,พระเจ้าราชท้องพระโรง,PERSON,1
192,เข้าหาศัตรู,PERSON,1
193,อินทปัตถนคร,LOCATION,1
193,กองทัพ,ORGANIZATION,1
193,กองทัพพระราชา,ORGANIZATION,1
193,พระ,PERSON,1
193,พระศาสดา,PERSON,2
193,พระเจ้า,PERSON,1
193,พระเจ้าธนญชัย,PERSON,2
193,พราหมณ์พระเจ้าโกศล,PERSON,1
193,วันหนึ่งชะมด,PERSON,1
193,วิธูเหตุการณ์พระเจ้าธนญชัย,PERSON,1
193,อาศัย,PERSON,1
193,เช้าต่อมาพระเจ้าธนญชัยออกเดินทางชายเดน,PERSON,1
194,หมู่บ้าน,LOCATION,1
194,พระวิหาร,PERSON,1
194,พระอัคคี,PERSON,1
194,พระโพธิสัตว์,PERSON,1
194,อัคคีลูกท่าน,PERSON,1
195,ตึงตึงตึง,LAW,1
195,พาราณสีหรอใบหน้า,LAW,1
195,สลัก,LAW,1
195,ตึกตึก,LOCATION,1
195,กองทัพ,ORGANIZATION,1
195,กษัตริย์เมืองตักกสิใบหน้า,PERSON,1
195,ตักกสิถึงกับ,PERSON,1
195,พระราชาเมืองตักกสิ,PERSON,2
195,พระศาสดา,PERSON,1
195,พระเจ้าคันธารกษัตริย์เมืองตักกสิ,PERSON,1
195,เจ้าเมือง,PERSON,1
195,เนียนใบหน้าหน้าผากเนียนแผ่นทองคำ,PERSON,1
195,เช้า,TIME,1
196,พรุ่งนี้,DATE,3
196,พรุ่งนี้เช้า,DATE,1
196,วันรุ่งขึ้นขอบใจ,LAW,1
196,หมู่บ้านเช้าต่อมาพระคุณเจ้าขอนิมนต์เจ้าค่ะมือข้าวท่านพักที่นี่เจ้าคะ,LAW,1
196,บ้านเช้า,LOCATION,1
196,อุทยานเมืองพาราณสี,LOCATION,2
196,เมืองพาราณสี,LOCATION,1
196,จิตเลื่อมใสบุญ,PERSON,1
196,นิมนต์เจ้าค่ะดิฉันทำอาหารถวายพระคุณเจ้าเจ้าคะ,PERSON,1
197,เมือง,LOCATION,1
197,เมืองพาราณสี,LOCATION,1
197,สำนักหนาวโธ่,ORGANIZATION,1
197,กาลัณฑุ,PERSON,1
197,ขอรับนายท่าน,PERSON,1
197,ตรัสเล่ากาลัณฑุ,PERSON,1
197,ผักพวกเราปลูก,PERSON,1
197,ฝั่งพาราณสีเศรษฐี,PERSON,1
197,ฝั่งเองก็,PERSON,1
197,พระพระสัมมาสัมพุทธเจ้า,PERSON,1
197,พระสัมมาสัมพุทธเจ้า,PERSON,1
197,ภิกษุขี้โอ่รูปนี้พูดจาคอยถากถางภิกษุรูปอื่น,PERSON,1
197,อาศัยที่นี่,PERSON,1
197,ฮ่ะฮ่าฮ่าลูกพ่อ,PERSON,1
197,ัณฑุเอ๋ย,PERSON,1
197,เจ้าช่าง,PERSON,1
197,เจ้าเอ๋ย,PERSON,1
197,เล่าเศรษฐีทราบโดยทันที,PERSON,1
197,แหมช่างฉลาด,PERSON,1
197,ใส่ศีรษะธิดาเศรษฐี,PERSON,1
198,ทำการสดุดีพระมหาสัตว์,LOCATION,1
198,อีกครั้ง,LOCATION,1
198,เมือง,LOCATION,1
198,ต่ำ,PERSON,1
198,พระวิหารเชตวันตถาคต,PERSON,1
198,พระศาสดา,PERSON,1
198,พระอริ,PERSON,4
198,พระอริเจ้า,PERSON,1
198,พระเชตวันวิหารพระศาสดา,PERSON,1
198,เกวียน,PERSON,1
199,เมืองพาราณสี,LOCATION,2
199,เด็ก,ORGANIZATION,1
199,พระ,PERSON,2
199,พระพระศาสดาตรัสปัญญา,PERSON,1
199,พระองค์พระศาสดา,PERSON,1
199,เอ่ย,PERSON,1
200,มหาชาดกวิถีชีวิตพอเพียงดังนี้,LAW,1
200,หมู่เทพ,LOCATION,1
200,ประเสริฐท้าวสุชาดาปราก,PERSON,1
200,พระ,PERSON,1
200,พระมหา,PERSON,1
200,พระศาสดา,PERSON,2
200,สรรเสริญ,PERSON,1
201,น้ำบ่อ,LOCATION,1
201,หญิงสาว,LOCATION,1
201,ฆ่าโจร,PERSON,1
201,ทาสี,PERSON,2
201,น้อง,PERSON,1
201,น้องพี่เครื่องบูชาพี่,PERSON,1
201,น้องรัก,PERSON,2
201,น้องรักพี่,PERSON,1
201,ประหาร,PERSON,1
201,ผู้รักษาเมือง,PERSON,1
201,พระ,PERSON,1
201,พี่,PERSON,3
201,วันหนึ่งพระ,PERSON,1
201,หญิง,PERSON,1
201,เครื่องบูชา,PERSON,1
201,แก้วแก้ว,PERSON,1
201,โจร,PERSON,1
202,กรุงพาราณสี,LOCATION,2
202,ท่านพ่อลูก,PERSON,1
202,พระ,PERSON,1
202,พระทายีเถระ,PERSON,2
202,พระมหาราชเจ้าพระเจริญ,PERSON,1
202,พระศาสดา,PERSON,1
202,พีรณัตถัมภ,PERSON,1
203,เจ้าขับขอเดชะ,LAW,1
203,กรุง,LOCATION,1
203,กรุงพาราณสีบทเพลง,LOCATION,1
203,ประตูวังประตู,LOCATION,1
203,เมืองพาราณสี,LOCATION,4
203,ประชุมกัน,ORGANIZATION,1
203,ขอพระองค์พันข้าพระองค์โสณพระราชาสดับนั้นแล้ว,PERSON,1
203,ข้าพระองค์พบเห็นโสณพระสหาย,PERSON,1
203,ท่าน,PERSON,1
203,ประตูขอรับ,PERSON,1
203,พระชนมจักบังเกิดนรก,PERSON,1
203,พระปัจเจกพุทธเจ้า,PERSON,5
203,พระพระศาสดาประทับพระองค์พระ,PERSON,1
203,พระราชอุทยาน,PERSON,2
203,พระศาสดา,PERSON,1
203,พระโสณ,PERSON,2
203,พระโสณปัจเจกพุทธเจ้า,PERSON,1
203,พระโสณพระโพธิสัตว์,PERSON,1
203,อรินทมะอาตมภาพจักถวาย,PERSON,1
203,เหมือนกัน,PERSON,1
204,มหาชนพระพุทธองค์,LOCATION,1
204,สำนักช่างออกบวช,ORGANIZATION,1
204,แก้ปัญหามหาชน,ORGANIZATION,1
204,ประตูสัง,PERSON,1
204,พระ,PERSON,1
204,พระบรมศาสดาเจ้าพระมหาพระสารีบุตร,PERSON,1
204,พระพระ,PERSON,1
204,พระมหาโมคคัลลานะพระมหาโมคคัลลานะ,PERSON,1
204,พระศาสดา,PERSON,4
204,พระศาสดาเสด็จ,PERSON,1
204,พระสารีบุตร,PERSON,1
204,พระสารีบุตรเถระ,PERSON,1
204,สัญญาสัญญา,PERSON,2
204,อาจารย์,PERSON,1
204,อาจารย์เลอะเลือน,PERSON,1
205,พระ,PERSON,1
205,พระเจ้า,PERSON,1
205,ล่ะเจ้าฮ่าฮ่าฮ่า,PERSON,1
205,สุนัขแสนรู้นายวาณิชย์ผูกเชือกจูง,PERSON,1
205,ฮ่าฮ่าเจ้าฉลาด,PERSON,1
205,เจ้านาย,PERSON,1
206,พาราณสี,LOCATION,1
206,ศาลาริมน้ำ,LOCATION,2
206,พระพระศาสดา,PERSON,1
206,พระศาสดา,PERSON,1
207,เจ็ดพี่น้อง,ORGANIZATION,1
207,กลางป่า,PERSON,1
207,พระ,PERSON,1
207,พระศาสดา,PERSON,2
208,กิเลส,DATE,1
208,พระราชอุทยานพี่,LAW,1
208,ภิกษุภิกษุ,LAW,1
208,ป่าหิมพานต์,LOCATION,1
208,อุทยาน,LOCATION,1
208,เมือง,LOCATION,1
208,เมืองพาราณสี,LOCATION,1
208,เมืองสาวัตถี,LOCATION,1
208,พระ,PERSON,1
208,พระตามเดิม,PERSON,1
208,พระราชพระโพธิสัตว์,PERSON,1
208,พระราชอุทยาน,PERSON,1
208,พระราชอุทยานเป็นเวลา,PERSON,1
208,พระศาสดา,PERSON,1
208,พระองค์ไปยังพระราช,PERSON,1
208,พระเทวี,PERSON,1
208,หญิงวัง,PERSON,1
209,พระ,PERSON,1
209,พระตถาคต,PERSON,1
209,พระมเหสี,PERSON,1
209,พระศาสดา,PERSON,1
209,พระศาสดาพระตถาคตเอ่ย,PERSON,1
209,พระเทวี,PERSON,6
209,พระเทวีนี้,PERSON,1
209,พระเทวีองค์,PERSON,1
209,พระเทวีเอ่ย,PERSON,1
210,คนเลี้ยงม้า,PERSON,1
211,กรุงพาราณสี,LOCATION,3
211,กรุงพาราณสีพระโพธิสัตว์,LOCATION,1
211,ท่านฤๅษี,PERSON,1
211,พระ,PERSON,1
212,สำนักพระศาสดา,ORGANIZATION,1
212,ความเพียรปรารภแล้วจึงธรรม,PERSON,1
212,น้อง,PERSON,2
212,น้องพระ,PERSON,1
212,น้องยินดีที่จะแบ่งราชทรัพย์,PERSON,1
212,น้องสุดท้องพระเจ้าพาราณสี,PERSON,1
212,น้องเองก็,PERSON,1
212,น้องเอ๋ย,PERSON,2
212,ฝ่าละอองพระบาทฝ่าละอองพระบาท,PERSON,1
212,พระ,PERSON,3
212,พระพระแด่พระเจ้าสังวรมหาราชพากันประทับนั่งเหนือพระเจ้าสังวรมหาราช,PERSON,1
212,พระพี่,PERSON,1
212,พระราชทรัพย์,PERSON,2
212,พระราชทรัพย์พระราชบิดาเจ้าพี่,PERSON,1
212,พระราชบิดาพระกุมารทั้ง,PERSON,1
212,พระศีลจารวัตร,PERSON,1
212,พระสัมมาสัมพุทธเจ้า,PERSON,2
212,พระสิริ,PERSON,1
212,พระเจ้าธรรม,PERSON,1
212,พระเจ้าสังวรพระศีลจารวัตรเหนือพระเชษฐภาดาเหนือพระเชษฐภาดาผู้ทรง,PERSON,1
212,พระเจ้าสังวรมหาราชโอวาทบัณฑิต,PERSON,1
212,พากันสร้างบำรุงป่าครั้นปรารภ,PERSON,1
212,พาราณสีพระพระราชาพระโอรส,PERSON,1
212,ฟังธรรมศีลทั่วหน้า,PERSON,1
212,ราชทรัพย์,PERSON,1
212,สมณะผู้ทรงแสวงหาใหญ่หลวง,PERSON,1
212,หม่อมฉันบำรุงพระนครพาราณสี,PERSON,1
212,หม่อมฉันยินดีแล้วธรรมกองพล,PERSON,1
213,จนได้ทรัพย์,PERSON,1
213,พระ,PERSON,1
213,พระศาสดา,PERSON,2
213,อาจารย์บอกกระผม,PERSON,1
214,นั่ง,PERSON,1
214,พระ,PERSON,1
214,ลิงป่า,PERSON,1
215,ปุโรหิตเกวียน,PERSON,1
215,พระศาสดา,PERSON,1
215,หม่อนโดนเจ้าคนขับเกวียนทำร้ายย่ะเจ้าด้ามไม้บังคับม้าหม่อนหน้าผาก,PERSON,1
216,เช้า,DATE,1
216,เมืองพาราณสี,LOCATION,2
216,ปัจเจกพุทธเจ้าไปยังเศรษฐีบ้านของท่านเศรษฐี,PERSON,1
216,พระปัจเจกพุทธเจ้า,PERSON,1
216,พระศาสดา,PERSON,1
216,พระศาสดาตรัส,PERSON,1
216,พระิขีปัจเจกพุทธเจ้า,PERSON,1
216,เจ้า,PERSON,1
217,แม่เนื้อทราย,LOCATION,1
217,ครั้นดาบส,PERSON,1
217,ท้าว,PERSON,1
217,พระศาสดา,PERSON,1
217,วันหนึ่งพระ,PERSON,1
218,ศาลา,LOCATION,2
218,เมืองพาราณสี,LOCATION,1
218,เศรษฐี,ORGANIZATION,1
218,ขอความช่วยเหลือ,PERSON,1
218,ข้าวนั้นห่อชายผ้าเศรษฐี,PERSON,1
218,ต่อมาทาสไปยังพระ,PERSON,1
218,นามสังขเศรษฐีสังขเศรษฐีสหายพระนครพาราณสีเศรษฐีสมบัติ,PERSON,1
218,นามเศรษฐีเศรษฐี,PERSON,1
218,น้องหญิง,PERSON,1
218,น้องหญิงพี่ที่นี่เศรษฐี,PERSON,1
218,พระ,PERSON,1
218,พระศาสดา,PERSON,1
218,พระเจ้าพระ,PERSON,1
218,พระเทวทัต,PERSON,1
218,พระเทวทัตสังขเศรษฐี,PERSON,1
218,พระเสวยพระชาติเศรษฐีสมบัติ,PERSON,1
218,สังขเศรษฐีมาถึงบ้านของ,PERSON,1
218,สังขเศรษฐีเศรษฐีผ่านมา,PERSON,1
218,หญิง,PERSON,1
218,เศรษฐี,PERSON,4
218,เศรษฐีนึกถึงสังขเศรษฐี,PERSON,1
218,เศรษฐีสมบัติ,PERSON,1
218,เศรษฐีเนรคุณ,PERSON,2
218,เศรษฐีเศรษฐีเนรคุณ,PERSON,1
218,ได้ยิน,PERSON,1
219,กุมารพระเจ้าพรหมทัต,LAW,1
219,พายเรือโอรสกุมารเล่นน้ำกลาง,LAW,1
219,กลางแม่น้ำ,LOCATION,1
219,ราชา,LOCATION,1
219,เกาะ,LOCATION,1
219,กุมาร,PERSON,1
219,กุมารลอย,PERSON,1
219,กุมารเกาะลอย,PERSON,1
219,ขอนไม้ลอยน้ำพระฤาษี,PERSON,1
219,พระ,PERSON,3
219,พระกุมาร,PERSON,2
219,พระดาบส,PERSON,1
219,พระราชา,PERSON,1
219,พระฤาษี,PERSON,1
219,พระศาสดา,PERSON,1
219,พระเทวทัตพระดาบส,PERSON,1
219,ราชาดาบส,PERSON,1
219,เจ้า,PERSON,1
220,นครเทวทหะ,LOCATION,1
220,พระประยูรญาติพระราช,ORGANIZATION,1
220,นกกระจาบพระพญานกกระจาบ,PERSON,1
220,พระสัมมาสัมพุทธเจ้า,PERSON,1
220,สมเด็จพระสัมมาสัมพุทธเจ้าประทับอันเป็นนครพระราชเทวทหะนครพระ,PERSON,1
220,สมเด็จพระสัมมาสัมพุทธเจ้าสติตรัสเล่าสัมโมทมานชาดกป่าพญานกกระจาบ,PERSON,1
220,ฮ่า,PERSON,1
220,เจ้า,PERSON,1
220,เว้ย,PERSON,1
220,เสนาบดีกบิลพัสดุ์เจ้า,PERSON,1
221,แม่น้ำคงคา,LOCATION,1
221,ป่ามะเดื่อ,PERSON,1
221,พญาหงส์ตรงหน้าท้าวสักเทวราช,PERSON,1
221,พระ,PERSON,1
221,พระท้าวสักเทวราช,PERSON,1
221,พระศาสดา,PERSON,2
222,ร่าง,LAW,1
222,กรุง,LOCATION,2
222,พระศาสดา,PERSON,1
222,เจ้ากระบือหรอ,PERSON,1
223,กินอ้อยชอบไหม,PERSON,1
223,ขอบคุณท่านควานช้างเอาล่ะเจ้าหมา,PERSON,1
223,ช้างท่าน,PERSON,1
223,พระ,PERSON,1
223,พระเจ้า,PERSON,1
223,พี่ช้าง,PERSON,2
223,ลูกสุนัขตัวแฮะ,PERSON,1
223,หลวงพี่พระเชตวันมหาขอรับ,PERSON,1
223,ฮือฮือฮือพี่ช้าง,PERSON,1
223,ฮ่าฮ่าพี่ช้าง,PERSON,1
224,พระองค์,LAW,1
224,หมู่,LOCATION,1
224,หมู่มนุษย์,LOCATION,1
224,โศก,ORGANIZATION,1
224,พระตถาคต,PERSON,1
224,พระศาสดา,PERSON,2
224,พระศาสดาภิกษุเอ่ย,PERSON,1
224,สัจจะธรรม,PERSON,1
225,ย่ะหม่อมฉัน,LAW,1
225,พาราณสี,LOCATION,2
225,มหา,LOCATION,1
225,ครั้นพระศาสดาเสด็จผ่านมา,PERSON,1
225,ชาวเมืองเที่ยว,PERSON,1
225,พระตถาคต,PERSON,1
225,ยินดีร่าเริง,PERSON,1
226,พรุ่งนี้,DATE,2
226,ป่าหิมพานต์,LOCATION,1
226,พระมหาสัตว์,LOCATION,1
226,วัง,LOCATION,1
226,เมือง,LOCATION,1
226,เมืองพาราณสี,LOCATION,2
226,เมืองพาราณสีเช้าวันรุ่งขึ้น,LOCATION,1
226,ชั่วอรรถกถามหาโพธิ,PERSON,1
226,ท่านพี่,PERSON,1
226,น้อง,PERSON,2
226,น้องมองไม่เห็น,PERSON,1
226,น้องแล้วทำไมท่านพี่,PERSON,1
226,ปริไปยังอุทยาน,PERSON,1
226,พระ,PERSON,1
226,พระมหาบพิตร,PERSON,1
226,พระมหาวันหนึ่งพระศาสดาพระตรัสเรื่องปัญญา,PERSON,1
226,พระมหาสัตว์,PERSON,2
226,พระมหาสัตว์ทูล,PERSON,1
226,พระมหาสัตว์ทูลเชิญพระกุมารทั้ง,PERSON,1
226,พระมหาโพธิปริพาชก,PERSON,1
226,พระราชนิเวศน์,PERSON,1
226,พระราชอุทยาน,PERSON,1
226,พระราชาประพฤติธรรม,PERSON,1
226,พระราชเทวี,PERSON,1
226,พระศาสดา,PERSON,1
226,พระเทวี,PERSON,1
226,พระโอรส,PERSON,1
226,มายังประตูวังเจ้าสุนัขโกไลยกะ,PERSON,1
226,หนังวานรไปยังพาราณสีครั้นพระโพธิสัตว์พระกุมารทั้งสี่ทูล,PERSON,1
226,โกไลยกะขอรับเจ้าสุนัข,PERSON,1
226,เช้า,TIME,1
227,ชาติ,MONEY,1
227,พากันชื่นชมศรัทธา,ORGANIZATION,1
227,น้อง,PERSON,1
227,น้องกำเนิด,PERSON,1
227,บินดีกว่า,PERSON,1
227,พระพญาหงส์พี่,PERSON,1
227,พระศากยโคดมฮ่าฮ่า,PERSON,1
227,พระศาสดา,PERSON,1
227,พระสัตว์,PERSON,1
227,ภูเขาจิตกูฏหิมพานต์,PERSON,1
227,ลัทธิสัสต,PERSON,1
227,สมเด็จพระพุทธศาสดา,PERSON,1
227,สมเด็จพระพุทธศาสดาพระมหา,PERSON,1
227,สมเด็จพระเจ้า,PERSON,1
227,หมาจิ้งจอก,PERSON,1
228,กรุงพาราณสี,LOCATION,4
228,กินกินแกงจืด,PERSON,1
228,พระ,PERSON,1
228,พระทัพพมัล,PERSON,1
228,พระบรมศาสดาหอฉัน,PERSON,1
228,ภิกษุพระทัพพมัลหน้าที่,PERSON,1
228,ฮ่ะฮ่าฮ่า,PERSON,1
228,ฮ่าฮ่าเจ้าช่างมีนิสัยเห็นแก่ได้ฮ่ะฮ่าฮ่า,PERSON,1
229,กรุงพาราณสี,LOCATION,2
229,ป่าหิมพานต์,LOCATION,1
229,อิสิสิง,ORGANIZATION,1
229,ท่านพ่อ,PERSON,1
229,ป่า,PERSON,1
229,พระฟังพร่ำเพ้อ,PERSON,1
229,เจ้าหญิง,PERSON,1
229,เจ้าหญิงเล่นลูกข่างประตูอาศรมอิสิสิง,PERSON,1
229,แคว้น,PERSON,1
230,กรุง,LOCATION,1
230,กรุงพระศาสดา,LOCATION,1
230,กรุงโกศล,LOCATION,2
230,กาล,PERSON,1
230,พระ,PERSON,2
230,พระพระโพธิสัตว์,PERSON,1
231,กินกิน,ORGANIZATION,1
231,จักรพราก,PERSON,1
231,พระ,PERSON,1
231,พระพระตถาคต,PERSON,1
231,พระศาสดา,PERSON,1
232,ไหม,LAW,1
232,ร้อยโยชน์,ORGANIZATION,1
232,พยาธิ,PERSON,1
232,พยาธิวันหนึ่งร้อยโยชน์,PERSON,1
232,พระ,PERSON,1
232,พระศาสดา,PERSON,3
232,พระสัตว์,PERSON,1
233,สำนักพระศาสดา,ORGANIZATION,1
233,แม่,ORGANIZATION,1
233,กะได้ฟัง,PERSON,1
233,ขอขมาผัว,PERSON,1
233,ครั้น,PERSON,1
233,ธรรมข่ม,PERSON,1
233,น้อง,PERSON,1
233,น้องรัก,PERSON,1
233,พระ,PERSON,1
233,พระศาสดา,PERSON,2
233,มารดาบิดา,PERSON,1
234,ป่าหิมพานต์,LOCATION,1
234,ของดาบส,ORGANIZATION,1
234,คณะฤาษี,ORGANIZATION,1
234,ทาส,PERSON,1
234,ท้าวสักเทวราชคณะฤาษี,PERSON,1
234,น้องมหาสัตว์,PERSON,1
234,พระ,PERSON,1
234,พระมหาสัตว์,PERSON,1
234,พระมหาสัตว์ท้าวสักกะท้าวสักกะพระมหาสัตว์,PERSON,1
234,มหา,PERSON,1
234,มหากุมาร,PERSON,2
234,มหาคนโต,PERSON,1
234,สมณธรรม,PERSON,1
234,เครื่อง,PERSON,1
234,เทวราช,PERSON,1
235,พระเจ้าพาราณสีพราหมณ์ท่านอาจารย์ไปยังสำนักวิธุรพราหมณ์ทองคำพัน,LAW,1
235,ถนนปราสาท,LOCATION,1
235,ท่านควรกราบทูลแด่พระราชา,PERSON,1
235,พระ,PERSON,1
235,พระตถาคตพระปัญญาพระปัญญาพระปัญญา,PERSON,1
235,พระมหาสัตว์เจ้า,PERSON,1
235,พระมหาสัตว์เจ้าธรรม,PERSON,1
235,พระมหาสัตว์เจ้าพราหมณ์,PERSON,1
235,พระเจ้ารัพยราช,PERSON,1
235,พระเจ้ารัพยราชพระพราหมณ์พระวิธุรพราหมณ์พระภัทรพระสัญพระสัมบัณฑิต,PERSON,1
235,พราหมณ์,PERSON,4
235,พราหมณ์ฟัง,PERSON,1
235,พราหมณ์ฟังคำของสัญกุมาร,PERSON,1
235,พราหมณ์ไปยังสัญกุมาร,PERSON,1
235,พราหมณ์ไปยังเรือนของวิธุรพราหมณ์,PERSON,1
235,รตะ,PERSON,1
235,รตะสัมบัณฑิตธัมมปัญหากราบทูลธรรมแด่พระราชา,PERSON,1
235,วิธุรพราหมณ์เอ่ย,PERSON,1
235,สัมกุมารทองคำ,PERSON,1
235,อันเป็น,PERSON,1
235,อันเป็นธรรมท่านควร,PERSON,1
235,อินแคว้น,PERSON,1
235,ไปยังอินธัมมปัญหาแด่พระราชาพระราชาธรรม,PERSON,1
236,หิม,LOCATION,1
236,พระ,PERSON,1
236,พระวิหาร,PERSON,1
236,พระศาสดา,PERSON,3
236,วิสาขามหาอุบาสิกา,PERSON,1
237,ไหม,LAW,1
237,พระสัตว์,LOCATION,1
237,เมืองสาเกต,LOCATION,2
237,ท่านแม่ไปหาลูกในที่สุดนันทิ,PERSON,1
237,นันทิพ่อแม่,PERSON,1
237,พระ,PERSON,2
237,พระพระศาสดา,PERSON,1
237,พระเจ้าโกศล,PERSON,1
237,พราหมณ์พระราชาเสด็จสวนสวน,PERSON,1
237,พ่อคุณ,PERSON,1
237,ศีล,PERSON,1
237,ไปล่าเนื้อในป่า,PERSON,1
238,เกาะ,LOCATION,1
238,เกาะกลางมหาสมุทร,LOCATION,1
238,หวานปาก,ORGANIZATION,1
238,พระเจ้า,PERSON,1
239,กรุงพาราณสี,LOCATION,2
239,พาราณสี,LOCATION,1
239,คิดได้,ORGANIZATION,1
239,ดีแล้วดีแล้ว,ORGANIZATION,1
239,กามทั้งหลายเป็นทุกข์ยิ่งไปกว่านั้นถ่าน,PERSON,1
239,ช่องหน้าต่างเจริญวิปัสสนาปัจเจกพุทธญาณ,PERSON,1
239,ทรงมีจิตเบื่อหน่าย,PERSON,1
239,ทรงมีจิตเลื่อมใส,PERSON,1
239,ปัจเจกพุทธญาณ,PERSON,1
239,พระประทับนั่ง,PERSON,1
239,พระปัจเจกพุทธเจ้า,PERSON,1
239,พระปัจเจกพุทธเจ้าผ้าน้ำย้อมพากันเงื้อมนันทมูลป่าหิมพานต์ตอนเหนือ,PERSON,1
239,พระสดับพระ,PERSON,1
239,พระเจ้า,PERSON,1
239,พลีกรรมประชุมกัน,PERSON,1
239,ยืนพิงช่องหน้าต่างเจริญวิปัสสนาบรรลุปัจเจกพุทธเหาะ,PERSON,1
239,รูปพากัน,PERSON,1
239,วิปัสสนาบรรลุปัจเจกพุทธญาณสถิตอากาศธรรมเหาะเงื้อมนันทมูล,PERSON,1
239,เงื้อมนันทมูล,PERSON,1
239,เงื้อมนันทมูลเหมือนกัน,PERSON,2
240,หมู่พระมหาเถระ,LOCATION,1
240,เข้าเฝ้าพระศาสดา,LOCATION,1
240,กภั,PERSON,1
240,กภัเถระ,PERSON,2
240,กภัเถระได้ชื่อว่าธรรม,PERSON,1
240,ช่าง,PERSON,1
240,บิดามารดา,PERSON,1
240,พระกภั,PERSON,1
240,พระกภัเถระ,PERSON,2
240,พระกภัเถระเข้าเฝ้าพระศาสดา,PERSON,1
240,พระศาสดาตรัสชาดกแล้วจึงตรัส,PERSON,1
240,พระศาสดาพระไพเราะภิกษุกภัเถระ,PERSON,1
240,พระศาสดาสาเหตุกภัเถระ,PERSON,1
240,พระเชตวันวิหาร,PERSON,1
240,เจ้าประทับพระวิหารเชตวันพระกภัเถระตรัสกภัเถระธรรมไพเราะ,PERSON,1
240,เจ้าเณร,PERSON,1
240,เล่น,PERSON,1
240,แล้วจึงเสด็จพระองค์,PERSON,1
241,เล็บเข็มกลักช่างเหล็กพากันปรบมือผ้าช่างเหล็ก,LAW,1
241,ปลาย,ORGANIZATION,1
241,พระ,PERSON,1
242,ป่าพระคุณเจ้าพระคุณเจ้า,LAW,1
242,เมือง,LOCATION,1
242,เมืองตัก,LOCATION,1
242,พระ,PERSON,1
242,พระราชอุทยาน,PERSON,3
242,พระลูกรีติวัจดาบส,PERSON,1
242,พระศาสดา,PERSON,1
242,รีติวัจดาบสนั้นพระศาสดา,PERSON,1
243,ท้าวสักกะท้าวสักกะ,LAW,1
243,ท้าวคำของวิสัย,PERSON,1
243,ท้าวสักกะ,PERSON,1
243,น้องหญิงพี่,PERSON,2
243,พระ,PERSON,1
243,พระศาสดา,PERSON,1
243,พระสัตว์,PERSON,1
243,วิสัยพระพระศาสดาประทับท่านอนาถบิณฑเศรษฐีท้าว,PERSON,1
243,ในขณะนั้น,PERSON,1
244,ตะคร้อ,LOCATION,1
244,วันหนึ่งพระศาสดา,PERSON,1
245,พระนคร,LOCATION,1
245,เมือง,LOCATION,1
245,ธรรมมหาชน,ORGANIZATION,1
245,ฆ่าสัตว์ประพฤติเมตตา,PERSON,1
245,ธรรม,PERSON,1
245,ธรรมท่านทั้งหลายพระลานหลวง,PERSON,1
245,ธรรมมหาชนความรู้,PERSON,1
245,พระ,PERSON,1
245,พระบรมศาสดาเจ้าประทับพระเชตวันมหาวิหาร,PERSON,1
245,พระพระเจ้าพรหมทัต,PERSON,1
245,พระราชทรัพย์,PERSON,1
245,พระราชบิดา,PERSON,1
245,พระศาสดา,PERSON,2
245,พระศาสดาครั้น,PERSON,1
